day,vis,tmp,dew,slp,wnd_direc,wnd_scale,pm25,pm10,o3,no2,so2,co,AQI,Determining_Pollutant
2019-07-26,7737.5,30.698214285714283,24.42142857142857,1000.0375,139.8389212180365,20.298311951569968,103.0,75.0,124.0,14.0,2.0,8.0,135,pm25
2019-07-27,8008.785714285715,31.6,24.2375,1000.3375,121.501878130463,27.484368061294603,163.0,53.0,94.0,7.0,1.0,8.0,214,pm25
2019-07-28,6964.537037037037,28.93928571428572,24.660714285714285,1001.7875,157.81717173678396,6.812033009571332,137.0,15.0,38.0,10.0,1.0,4.0,182,pm25
2019-07-29,9065.69642857143,24.889285714285712,22.84642857142857,1001.275,323.7426984501038,17.973823679403313,51.0,44.0,90.0,9.0,,6.0,110,co
2019-07-30,10187.2,27.710714285714285,21.89107142857143,1001.075,103.2946990789519,3.628593852198419,91.0,42.0,115.0,14.0,1.0,5.0,121,pm25
2019-07-31,11848.160714285714,30.53035714285715,20.54107142857143,1004.2625,163.4637628651008,12.756171371546149,72.0,54.0,117.0,10.0,,6.0,110,co
2019-08-01,10621.214285714286,28.96607142857143,21.928571428571427,1007.6,126.08610486820214,12.255045458369787,84.0,44.0,65.0,11.0,1.0,7.0,115,co
2019-08-02,9349.75,24.691071428571423,21.56428571428572,1009.0375,102.05148593377253,7.447491940217938,94.0,44.0,97.0,14.0,1.0,6.0,124,pm25
2019-08-03,9307.181818181818,27.389285714285712,21.84107142857143,1009.3125,133.92756316844333,12.397302688963384,112.0,48.0,56.0,14.0,,8.0,146,pm25
2019-08-04,6037.285714285715,25.982142857142858,22.98928571428572,1008.5,105.29021308124852,11.50159351030085,115.0,36.0,44.0,11.0,1.0,7.0,150,pm25
2019-08-05,7360.428571428572,25.498214285714287,23.17142857142857,1006.875,60.90275926558143,12.576526240731368,107.0,53.0,71.0,13.0,1.0,6.0,140,pm25
2019-08-06,8136.777777777777,27.232142857142858,23.194642857142856,1005.0125,117.56412720801994,13.83471956204685,132.0,32.0,88.0,11.0,1.0,5.0,175,pm25
2019-08-07,9626.57142857143,26.223214285714285,22.446428571428573,1004.775,82.9202571259863,10.173252177827148,72.0,50.0,98.0,17.0,,7.0,115,co
2019-08-08,8254.527272727273,28.817857142857147,23.630357142857147,1005.5375,150.22045326099908,21.35709574354582,110.0,49.0,65.0,9.0,1.0,6.0,144,pm25
2019-08-09,8028.142857142857,25.821428571428573,22.92142857142857,1003.5,40.92054052404308,3.66611770949292,118.0,29.0,51.0,12.0,1.0,6.0,155,pm25
2019-08-10,9706.642857142857,25.080357142857142,22.651785714285715,1003.2625,79.24800540580975,12.851884213960316,82.0,22.0,14.0,11.0,,5.0,109,pm25
2019-08-11,11504.982142857143,24.719642857142865,20.817857142857143,999.675,10.50891993798155,26.180655352310065,56.0,22.0,32.0,8.0,,3.0,77,pm25
2019-08-12,12730.232142857143,25.080357142857142,18.42142857142857,998.7,358.5685975603865,38.65752718542481,32.0,19.0,36.0,9.0,,3.0,74,co
2019-08-13,12164.285714285714,26.873214285714287,19.866071428571427,1001.775,17.41815906250474,24.362907389034373,26.0,31.0,40.0,15.0,,4.0,100,co
